DATE,INDPRO
2016/7/1,98.8452
2016/8/1,98.7427
2016/9/1,98.6552
2016/10/1,98.7237
2016/11/1,98.3443
2016/12/1,99.0406
2017/1/1,98.8158
2017/2/1,98.4356
2017/3/1,99.0492
2017/4/1,100.0416
2017/5/1,100.128
2017/6/1,100.337
2017/7/1,100.0865
2017/8/1,99.6323
2017/9/1,99.7482
2017/10/1,100.9893
2017/11/1,101.2493
2017/12/1,101.4871
2018/1/1,101.4852
2018/2/1,101.7319
2018/3/1,102.1943
2018/4/1,103.3551
2018/5/1,102.381
2018/6/1,103.2256
2018/7/1,103.3561
2018/8/1,104.0585
2018/9/1,104.1038
2018/10/1,103.9297
2018/11/1,104.0126
2018/12/1,104.0451
2019/1/1,103.3598
2019/2/1,102.8251
2019/3/1,102.8361
2019/4/1,102.2748
2019/5/1,102.4176
2019/6/1,102.5425
2019/7/1,102.0057
2019/8/1,102.7814
2019/9/1,102.4601
2019/10/1,101.5878
2019/11/1,102.1494
2019/12/1,101.9421
2020/1/1,101.3372
2020/2/1,101.6718
2020/3/1,97.606
2020/4/1,84.6812
2020/5/1,86.0108
2020/6/1,91.6745
2020/7/1,95.0037
2020/8/1,95.9294
2020/9/1,95.8914
2020/10/1,96.5256
2020/11/1,96.9529
2020/12/1,98.2039
2021/1/1,98.8135
2021/2/1,95.5072
2021/3/1,98.1929
2021/4/1,98.3317
2021/5/1,99.1867
2021/6/1,99.6483
2021/7/1,100.0668
2021/8/1,100.0412
2021/9/1,98.9955
2021/10/1,100.3542
2021/11/1,101.2684
2021/12/1,101.1948
2022/1/1,101.2146
2022/2/1,101.8458
2022/3/1,102.6732
2022/4/1,102.9024
2022/5/1,102.9659
2022/6/1,102.8224
2022/7/1,103.0505
2022/8/1,103.1703
2022/9/1,103.5326
2022/10/1,103.4442
2022/11/1,103.1058
2022/12/1,101.8266
2023/1/1,102.7476
2023/2/1,102.8003
2023/3/1,102.8143
2023/4/1,103.2241
2023/5/1,102.9809
2023/6/1,102.3809
2023/7/1,103.0722
2023/8/1,103.0951
2023/9/1,103.3081
2023/10/1,102.5781
2023/11/1,102.8868
2023/12/1,102.6309
2024/1/1,101.483
2024/2/1,102.7267
2024/3/1,102.5186
2024/4/1,102.3568
2024/5/1,102.9797
2024/6/1,103.2534
2024/7/1,102.534
2024/8/1,103.0831
2024/9/1,102.5283
2024/10/1,102.1123
2024/11/1,101.9621
